id,type,repositoryid,idno,title,Category,abbreviation,authoring_entity,nation,year_start,year_end,link_da,published,created,changed,varcount,total_views,total_downloads,created_by,changed_by,formid,pub_2020_Q1,pub_2020_Q2,pub_2020_Q3,pub_2020_Q4,pub_2021_Q1,pub_2021_Q2,pub_2021_Q3,pub_2021_Q4,pub_2022_Q1,pub_2022_Q2,pub_date,pub_current,origin,collection,region,Camps / Shelter / NFI,Cash Assistance,Communications,Education,Energy & Environment,Food Security,Health & Nutrition,"Housing, Land & Property",Multi-Sector Assessment,Peace-building,Protection,Socioeconomics & Livelihoods,Water Sanitation Hygiene,subject_check
221,survey,WA,UNHCR-CMR-2016-AUB-2.1,Analysis and Refinement of Targeting Mechanisms for Food and Multipurpose Cash Assistance to Central African Republic Refugees - 2016,Analysis and Refinement of Targeting Mechanisms for Food and Multipurpose Cash Assistance,AUB,Office of the High Commissioner for Refugees,Cameroon,2016,2016,,1,2020-03-02T09:46:48+01:00,2020-05-04T10:54:08+02:00,586,1992,45,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,West & Central Africa,West & Central Africa,,1,,,,1,,,,,,,,2
222,survey,MENA,UNHCR_LBN_2017_VASYRv2.1,Vulnerability Assessment of Syrian Refugees - 2017,Vulnerability Assessment of Syrian Refugees (VASYR),VASYR,"UNHCR, UNICEF, WFP",Lebanon,2017,2017,,1,2020-03-23T23:28:11+01:00,2020-03-23T23:42:04+01:00,566,12513,145,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
223,survey,MENA,UNHCR_LBN_2016_VASYRv2.1,Vulnerability Assessment of Syrian Refugees - 2016,Vulnerability Assessment of Syrian Refugees (VASYR),VASYR,"UNHCR, UNICEF, WFP",Lebanon,2016,2017,,1,2020-03-24T18:47:02+01:00,2020-03-24T18:59:51+01:00,473,2820,125,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
224,survey,EHA,UNHCR_SSD_2019_Reg_IntentionSurv_v2.1,"Regional Intention Survey of South Sudanese Refugees in Central African Republic, Democratic Republic of The Congo, Ethiopia, Kenya, Sudan and Uganda (June 2019)",Regional Intention Survey,Reg_IntentionSurv,UNHCR,"South Sudan, Central Africal Republic, Democratic Republic of Congo, Ethiopia, Kenya, Sudan, Uganda",2019,2019,,1,2020-03-25T13:25:35+01:00,2020-05-20T13:32:04+02:00,147,2190,277,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,1,,,1
225,survey,EHA,UNHCR_TZA_2017_SENS_KIGOMA_v2.1,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - October 2017",Standardized Expanded Nutrition Survey (SENS),SENS,UNHCR,Tanzania,2017,2017,,1,2020-03-25T13:47:17+01:00,2020-05-20T13:32:15+02:00,120,466,161,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,1,1,,,,,,1,3
226,survey,EHA,UNHCR_TZA_2018_SENS_KIGOMA_v2.1,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - October 2018",Standardized Expanded Nutrition Survey (SENS),SENS,UNHCR,Tanzania,2018,2018,,1,2020-03-25T14:55:04+01:00,2020-05-20T13:32:27+02:00,119,447,57,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,1,1,,,,,,1,3
227,survey,EHA,UNHCR_SDN_PROFILING_2019_v2.1,"Progress Towards Durable Solutions in Abu Shouk and El Salam IDP Camps, 2019",Progress Towards Durable Solutions,PROFILING,"Sudanese Government's Joint Mechanism for Durable Solutions, Joint IDP Profiling Service, Durable Solutions Working Group, World Bank, Department for International Development, Swiss Development Cooperation, Cathotlic Relief Services, Plan International, UNHCR",Sudan,2018,2018,,1,2020-03-30T14:01:44+02:00,2020-03-30T14:04:50+02:00,565,8562,231,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,1,,,,,1
228,survey,EHA,UNHCR_TZA_2016_SENS_KIGOMA_v2.1,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - December 2016",Standardized Expanded Nutrition Survey (SENS),SENS,UNHCR,Tanzania,2016,2016,,1,2020-03-31T05:14:49+02:00,2020-05-20T13:32:39+02:00,108,419,71,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,1,1,,,,,,1,3
229,survey,EHA,UNCHR_UGA_MSNA_2018_v2.1,Joint Multi-Sector Needs Assessment - 2018,Joint Multi-Sector Needs Assessment,JMSNA,REACH,Uganda,2018,2018,,1,2020-04-01T05:38:16+02:00,2020-05-20T13:32:56+02:00,374,948,428,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,1,,,,,1
232,survey,EHA,UNHCR_KEN_SEA_2018_v2.1,Socio-economic Profiling Survey of Refugees in Kalobeyei 2018,Socioeconomic Assessment of Refugees,SEA,United Nations High Commissioner for Refugees,Kenya,2018,2019,,1,2020-05-06T15:43:43+02:00,2020-05-06T15:51:35+02:00,271,8129,230,102,102,3,1,1,1,1,1,1,1,1,1,1,2020-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,1,,1
235,survey,EHA,UNHCR_TZA_2019_SENS_KIGOMA_v2.1,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - October 2019",Standardized Expanded Nutrition Survey (SENS),SENS,UNHCR,Tanzania,2019,2019,,1,2020-06-02T11:31:06+02:00,2020-06-02T13:22:40+02:00,158,39703,754,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,1,1,,,,,,1,3
236,survey,EHA,UNHCR-KEN-2016-Pemba-v2.1,Measuring statelessness: A study of the Pemba - 2016,Measuring statelessness,Pemba,"UNHCR, Norway Refugee Council",Kenya,2016,2016,,1,2020-06-18T15:56:51+02:00,2020-06-18T16:03:12+02:00,62,1494,325,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,1,,,1
237,survey,EHA,UNHCR_TZA_2019_CookingFuels_Kibondo_v2.1,Alternative Cooking Fuels and Training Programme - 2019,Alternative Cooking Fuels and Training Programme,CookingFuels,UNHCR,Tanzania,2019,2019,,1,2020-06-21T07:33:41+02:00,2020-06-30T11:48:28+02:00,173,340,17,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,1,,,,,,,,,1
238,survey,MENA,UNHCR_LBN_COVID_2020_v2.1,"COVID19 Refugee Household Monitoring, 2020",COVID19 Refugee Household Monitoring,COVID,UNHCR,Lebanon,2020,2020,,1,2020-06-23T14:17:58+02:00,2020-06-23T14:21:22+02:00,452,6138,214,117,117,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,1,,,2
239,survey,MENA,UNHCR-LBN-MEED-2020-WAVE1-SYR-v2.1,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 1 (SYR) 2020",Monitoring of the Effects of Economic Deterioration on Refugee Households,MEED,UNHCR,Lebanon,2020,2020,,1,2020-06-23T15:52:32+02:00,2020-06-23T15:52:43+02:00,52,1407,181,117,117,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,,1,,2
240,survey,MENA,UNHCR_LBN_MEED_2020_WAVE2_SYR_v2.1,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 2 (SYR) 2020",Monitoring of the Effects of Economic Deterioration on Refugee Households,MEED,UNHCR,Lebanon,2020,2020,,1,2020-06-23T15:56:13+02:00,2020-06-23T15:56:26+02:00,80,1718,168,117,117,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,,1,,2
242,survey,EHA,UNHCR_KEN_2020_PDM_CBI_KALOBEYEI_v2.1,"Post Distribution Monitoring Survey in Kalobeyei Settlement, March 2020",Post-Distribution Monitoring of Cash-Based Interventions,PDM_CBI,UNHCR,Kenya,2020,2020,,1,2020-06-28T11:10:29+02:00,2020-09-23T10:24:43+02:00,147,394,122,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,1,,,,,,,,,,,,1
243,survey,MENA,UNHCR-LBN-MEED-2020-WAVE1-RON-v2.1,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 1 (RON) 2020",Monitoring of the Effects of Economic Deterioration on Refugee Households,MEED,UNHCR,Lebanon,2020,2020,,1,2020-06-30T14:53:43+02:00,2020-06-30T14:54:00+02:00,52,1246,121,117,117,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,,1,,2
244,survey,MENA,UNHCR-LBN-MEED-2020-WAVE2-RON-v2.1,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 2 (RON) 2020",Monitoring of the Effects of Economic Deterioration on Refugee Households,MEED,UNHCR,Lebanon,2020,2020,,1,2020-06-30T14:59:44+02:00,2020-06-30T15:00:12+02:00,80,1687,143,117,117,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,,1,,2
245,survey,EHA,UNHCR_KEN_2020_COVID_Round1_v2.2,"Socio-economic impact of COVID-19 on refugees - Round 1, 2020",Assessment of the Socio-economic impact of COVID-19,SEI_COVID,UNHCR,Kenya,2020,2020,,1,2020-07-03T14:03:25+02:00,2020-07-03T14:19:10+02:00,1165,8557,267,102,102,3,0,1,1,1,1,1,1,1,1,1,2020-Q2,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,1,,,,,1,,2
246,survey,SA,UNHCR_BRA_SEA_2019,"Socio-economic profile of refugees, 2018-2019",Socioeconomic Assessment of Refugees,SEA,UNHCR,Brazil,2018,2019,,1,2020-07-13T13:50:21+02:00,2020-07-13T13:56:14+02:00,483,3014,121,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,,1,,1
249,survey,ASIA,UNHCR_BGD_2019_WASHKAP_v1.0,"WASH KAP Survey in  Rohingya Cox’s Bazar, November 2019",KAP WASH Survey,WASHKAP,UNHCR,Bangladesh,2019,2019,,1,2020-08-10T16:20:46+02:00,2020-08-20T16:28:45+02:00,279,2925,110,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,Asia Pacific,Asia Pacific,,,,,,,,,,,,,1,1
251,survey,EHA,UNCHR_SSD_2017_WASHKAP_v2.1,KAP WASH 2017 in South Sudan's Ajuong Thok and Pamir Camps,KAP WASH Survey,WASHKAP,"UNHCR, Samaritan's Purse",South Sudan,2017,2017,,1,2020-08-24T11:48:16+02:00,2020-08-24T11:53:52+02:00,66,620,75,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,,1,1
252,survey,EHA,UNHCR_ZAM_2020_COVID19_v2.1,COVID-19 Impact Assessment on Refugee Livelihoods: Multistakeholder Rapid Assessment - 2020,COVID-19 Impact Assessment on Refugee Livelihoods,COVID19,UNHCR,Zambia,2020,2020,,1,2020-08-24T11:51:26+02:00,2020-09-24T15:02:06+02:00,59,1501,334,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,East & Horn of Africa,Southern Africa,,,,,,,1,,,,,1,,2
253,survey,EHA,UNHCR_UGA_2019_KAP_Palabek_v2.1,"WASH KAP Survey Palabek Settlement (Refugees & Host Community), October 2019",KAP WASH Survey,WASHKAP,"UNHCR, LWF",Uganda,2019,2019,,1,2020-08-24T14:28:26+02:00,2020-09-23T10:22:18+02:00,175,1203,74,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,,1,1
255,survey,EHA,UNCHR_SSD_2018_WASHKAP_v2.1,KAP WASH 2018 in South Sudan's Ajuong Thok and Pamir Camps,KAP WASH Survey,WASHKAP,"UNHCR, Samaritan's Purse",South Sudan,2018,2018,,1,2020-08-28T14:16:08+02:00,2020-08-28T14:22:34+02:00,129,904,77,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,,1,1
257,survey,SA,UNHCR_ARG_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Argentina,2018,2019,,1,2020-09-05T00:24:37+02:00,2020-09-05T01:06:46+02:00,411,4976,75,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
258,survey,SA,UNHCR_BRA_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Brazil,2019,2020,,1,2020-09-05T00:24:54+02:00,2020-09-05T01:06:34+02:00,411,3128,101,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
259,survey,SA,UNHCR_CHL_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Chile,2019,2019,,1,2020-09-05T00:25:12+02:00,2020-09-05T01:06:39+02:00,411,3040,62,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
260,survey,SA,UNHCR_COL_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Colombia,2018,2020,,1,2020-09-05T00:25:27+02:00,2020-09-05T01:06:26+02:00,411,3065,102,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
261,survey,SA,UNHCR_DOM_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Dominican Republic,2019,2020,,1,2020-09-05T00:25:44+02:00,2020-09-05T01:06:21+02:00,411,2033,53,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
262,survey,SA,UNHCR_ECU_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Ecuador,2018,2020,,1,2020-09-05T00:26:05+02:00,2020-09-05T01:06:12+02:00,411,3404,63,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
263,survey,SA,UNHCR_GTM_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Guatemala,2019,2020,,1,2020-09-05T00:26:38+02:00,2020-09-05T01:05:53+02:00,411,2428,50,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
264,survey,SA,UNHCR_PAN_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Panama,2019,2020,,1,2020-09-05T00:26:55+02:00,2020-09-05T01:05:43+02:00,411,4497,57,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
265,survey,SA,UNHCR_PER_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Peru,2018,2020,,1,2020-09-05T00:27:15+02:00,2020-09-05T01:05:38+02:00,411,4943,64,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
266,survey,SA,UNHCR_URY_PM_2020_v2.1,"Protection Monitoring, 2020",Protection Monitoring,PM,UNHCR,Uruguay,2019,2020,,1,2020-09-05T00:27:41+02:00,2020-09-05T01:05:31+02:00,411,4312,51,59,59,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Americas,Americas,,,,,,,,,,,1,,,1
268,survey,ASIA,UNHCR_PHL_2018_MarawiIDP,Profiling Internally Displaced Persons of the Marawi Conflict,Internal Displacement Profiling,MarawiIDP,UNHCR,Philippines,2018,2018,,1,2020-09-08T13:56:07+02:00,2020-09-08T14:02:25+02:00,122,1816,138,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Asia Pacific,Asia Pacific,,,,,,,,,,,1,,,1
269,survey,EHA,UNCHR_SSD_2019_WASHKAPv2.1,KAP WASH 2019 in South Sudan's Ajuong Thok and Pamir Camps,KAP WASH Survey,WASHKAP,"UNHCR, Samaritan's Purse",South Sudan,2019,2019,,1,2020-09-15T14:24:47+02:00,2020-09-15T14:26:57+02:00,137,1259,387,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,,1,1
271,survey,MENA,UNHCR_LBN_2019_VARON_v2.1,Vulnerability Assessment of Refugees of Other Nationalities - 2019,Vulnerability Assessment of Refugees of Other Nationalities,VARON,"UNHCR, UNICEF, WFP",Lebanon,2019,2019,,1,2020-09-23T11:33:50+02:00,2020-09-23T11:42:25+02:00,671,4128,176,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
272,survey,ASIA,UNHCR_PHL_2016_Zamboanga_HB_IDP_Profiling,Zamboanga Home Based IDP Re-Profiling 2016,Internal Displacement Profiling,Zamboanga_HB_IDP_Profiling,UNHCR,Philippines,2016,2016,,1,2020-09-28T13:17:19+02:00,2020-09-28T13:22:51+02:00,252,1641,133,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,Asia Pacific,Asia Pacific,,,,,,,,,,,1,,,1
273,survey,EHA,UNHCR_KEN_2019_KAP_Kalobeyei_Kakuma_v2.1,KAP Survey and a Mini Evaluation Of The WASH Project in Kakuma Refugee Camp and Kalobeyei Settlement Site - 2019,KAP Survey,KAP,"NRC, UNHCR",Kenya,2019,2019,,1,2020-09-30T07:07:01+02:00,2020-10-01T11:39:24+02:00,137,4349,135,102,102,3,0,0,1,1,1,1,1,1,1,1,2020-Q3,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,,,,,1,1
275,survey,MENA,UNHCR_MRT_2020_SEA_MBERA_v2.1,"Survey on the impact of COVID-19 on the socio-economic and protection situation of refugees in the Mbera refugee camp, July 2020",Assessment of the Socio-economic impact of COVID-19,SEI_COVID,UNHCR,Mauritania,2020,2020,,1,2020-10-31T23:55:29+01:00,2020-11-01T00:07:33+01:00,277,3683,187,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,1,,,,1,,,2
276,survey,ASIA,UNHCR_IND_2020_SEI_COVID_v2.1,"Socio-economic study of impact of corona virus pandemic on refugees and asylum seekers, 2020",Assessment of the Socio-economic impact of COVID-19,SEI_COVID,"UNHCR, BOSCO",India,2020,2020,,0,2020-11-02T16:18:40+01:00,2020-11-02T16:23:15+01:00,123,22,0,102,102,3,0,0,0,0,0,0,0,0,0,0,,0,UNHCR,Asia Pacific,Asia Pacific,,,,,,,1,,,,,1,,2
277,survey,MENA,CAMEALEON_LBN_2020_MPC_v2.1,Multi-Purpose Cash Assistance: Impact Evaluation on the Well-Being of Syrian Refugees - 2020,Multi-Purpose Cash Assistance,MPC,CAMEALEON,Lebanon,2018,2019,,1,2021-01-19T13:59:39+01:00,2021-01-19T13:59:39+01:00,1406,3441,89,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,1,,,,,,,,,,1,,2
278,survey,SAO,UNHCR_MOZ_2019_KAP,KAP Survey – Maratane Refugee Camp,KAP Survey,KAP,UNHCR,Mozambique,2019,2019,,1,2020-11-19T13:14:36+01:00,2020-11-19T13:18:37+01:00,92,1338,114,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,Southern Africa,Southern Africa,,,,,,,,,,,,,1,1
279,survey,EHA,UNHCR_KEN_2020_COVID_Round2_v2.1,"Socio-economic impact of COVID-19 on refugees - Round 2, 2020",Assessment of the Socio-economic impact of COVID-19,SEI_COVID,UNHCR,Kenya,2020,2020,,1,2020-11-25T09:57:50+01:00,2020-11-25T10:00:36+01:00,1371,7298,83,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,1,,,,,1,,2
280,survey,ASIA,UNHCR_BGD_2020_JMSNA_HostCommunity_v2.1,"Joint Multi Sector Needs Assessment: Cox’s Bazar, Rohingya Refugee Response – August 2020, Host Community",Joint Multi-Sector Needs Assessment,JMSNA,"UNHCR, Inter-sector Coordination Group",Bangladesh,2020,2020,,1,2020-12-03T13:10:49+01:00,2020-12-03T13:16:49+01:00,617,5563,347,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,Asia Pacific,Asia Pacific,,,,,,,,,1,,,,,1
281,survey,ASIA,UNHCR_BGD_2020_JMSNA_Refugees_v2.1,"Joint Multi Sector Needs Assessment: Cox’s Bazar, Rohingya Refugee Response – August 2020, Refugees",Joint Multi-Sector Needs Assessment,JMSNA,"UNHCR, Inter-sector Coordination Group",Bangladesh,2020,2020,,1,2020-12-03T13:53:17+01:00,2020-12-03T14:01:41+01:00,680,5735,910,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,Asia Pacific,Asia Pacific,,,,,,,,,1,,,,,1
282,survey,EHA,UNHCR_KEN_2019_SES_Shona_v2.1,Socioeconomic Survey of the Stateless Shona in 2019,Socioeconomic Survey of the Stateless,SES,United Nations High Commissioner for Refugees,Kenya,2019,2019,,1,2020-12-08T11:29:10+01:00,2021-02-18T16:44:09+01:00,217,4177,1061,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,East & Horn of Africa,East & Horn of Africa,,,,,,,,,1,,,,,1
283,survey,ASIA,UNHCR_BGD_2020_COVID_MWTK_v2.1,"Mask-wearing, testing and knowledge of COVID-19 in Cox's Bazaar, 2020","Mask-wearing, testing and knowledge of COVID-19",MWTK,"UNHCR, WHO",Bangladesh,2020,2020,,1,2020-12-11T13:53:32+01:00,2020-12-11T13:57:49+01:00,74,1446,104,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,Asia Pacific,Asia Pacific,,,,,,,1,,,,,,,1
284,survey,WA,UNHCR_NGA_2020_SEA_COVID19_v2.1,"Socio-economic impact assessment of COVID-19 pandemic among persons of concern, July 2020",Assessment of the Socio-economic impact of COVID-19,SEI_COVID,UNHCR,Nigeria,2020,2020,,1,2021-01-06T17:54:17+01:00,2021-01-06T18:09:57+01:00,136,1879,93,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,West & Central Africa,West & Central Africa,,,,,,,1,,,,,1,,2
285,survey,ASIA,UNHCR_BGD_2020_PDM_CBI_v2.1,"Post Distribution Monitoring of Cash Based Interventions, September 2020",Post-Distribution Monitoring of Cash-Based Interventions,PDM_CBI,UNHCR,Bangladesh,2020,2020,,1,2021-01-08T15:09:34+01:00,2021-01-08T15:12:13+01:00,111,1742,65,102,102,3,0,0,0,1,1,1,1,1,1,1,2020-Q4,1,UNHCR,Asia Pacific,Asia Pacific,,1,,,,,,,,,,,,1
286,survey,MENA,UNHCR_LBN_2020_VASYR_v2.1,"Vulnerability Assessment of Syrian Refugees in Lebanon, 2020",Vulnerability Assessment of Syrian Refugees (VASYR),VASYR,"UNHCR, UNICEF, WFP",Lebanon,2020,2020,,1,2021-01-26T15:06:46+01:00,2021-01-26T15:06:53+01:00,747,3154,121,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
288,survey,MENA,UNHCR_JOR_2020_HV7_v2.1,"Home Visits (version 7), 2017",Home Visits,HV7,United Nations High Commissioner for Refugees,Jordan,2017,2017,,1,2021-02-16T22:15:21+01:00,2021-02-16T22:16:40+01:00,235,334,8,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
289,survey,MENA,UNHCR_JOR_2020_HV8_v2.1,"Home Visits (version 8), 2017-2018",Home Visits,HV8,United Nations High Commissioner for Refugees,Jordan,2017,2018,,1,2021-02-16T22:15:55+01:00,2021-02-16T22:17:17+01:00,248,635,11,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
290,survey,MENA,UNHCR_JOR_2020_HV8v2_v2.1,"Home Visits (version 8v2), 2018",Home Visits,HV8v2,United Nations High Commissioner for Refugees,Jordan,2018,2018,,1,2021-02-16T22:16:02+01:00,2021-02-16T22:17:10+01:00,247,657,14,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
291,survey,MENA,UNHCR_JOR_2020_HV9_v2.1,"Home Visits (version 9), 2019",Home Visits,HV9,United Nations High Commissioner for Refugees,Jordan,2019,2019,,1,2021-02-16T22:16:10+01:00,2021-02-16T22:17:00+01:00,325,921,22,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
292,survey,MENA,UNHCR_JOR_2020_HV9v2_v2.1,"Home Visits (version 9v2), 2019-2020",Home Visits,HV9v2,United Nations High Commissioner for Refugees,Jordan,2019,2020,,1,2021-02-16T22:16:20+01:00,2021-02-16T22:16:51+01:00,379,926,18,59,59,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Mid. East & N. Africa,Mid. East & N. Africa,,,,,,,,,1,,,,,1
293,survey,ASIA,UNHCR_BGD_2020_PDM_NFI_v2.1,"Post Distribution Monitoring - Shelter and Non-Food Items, Rohingya Refugee Response - July 2020",Post Distribution Monitoring of Non-Food Items,PDM_NFI,UNHCR,Bangladesh,2021,2021,,1,2021-02-17T14:26:15+01:00,2021-02-17T14:29:46+01:00,1418,1195,60,102,102,3,0,0,0,0,1,1,1,1,1,1,2021-Q1,1,UNHCR,Asia Pacific,Asia Pacific,1,,,,,,,,,,,,,1
